VarName1,VarName2,VarName3,VarName4,VarName5,VarName6,VarName7,VarName8,VarName9,VarName10,VarName11,VarName12,VarName13,VarName14,VarName15,VarName16,VarName17,VarName18,VarName19
31,0.26588165,-0.6486714,0.37061988,-0.1169081,-1.03146115,-1,0.7026572,-0.40211973,-1.39525576,-0.5933239,1.30122329,0.15576676,-0.46001472,0.28029163,0.20262737,0.34759476,2.36448366,
32,0.40529247,-0.50438985,0.18678971,0.30619508,-0.60348724,-1,0.9912203,0.68919664,-0.29100483,-1.48425943,0.78687607,0.1794058,-0.2907015,0.49903325,-0.04444688,-0.06833234,2.08006972,
33,0.26838302,-0.39750731,0.12401067,0.13925872,-0.52663161,-1,1.20498538,-0.01457013,-0.96933052,-1.00097863,1.14188918,0.02945733,-0.42101883,0.16235868,-0.14060601,-0.03465548,2.00848676,
34,0.35661504,-0.28446252,0.06803865,0.42876755,-0.21231001,-1,1.43107496,0.60489253,0.79293146,-1.64290411,0.87926032,0.16711412,-0.26467819,0.76210759,-0.12323465,-0.3387798,1.72833606,
35,0.22989439,-0.44250584,0.13607463,0.01728293,-0.6551173,-1,1.11498832,0.85732753,-0.40701901,-1.07229263,1.73027621,0.13077717,0.06643028,0.62005013,0.18340071,-0.20553621,2.17181198,
36,0.23995463,-0.5519911,0.2090834,-0.07208183,-0.86402757,-1,0.89601779,0.39451695,-0.58823604,-0.4249156,1.25268852,0.1749919,-0.00948102,0.56789815,0.23623249,0.18477409,2.26424135,
37,0.2690138,-0.61756091,0.32265881,-0.07953332,-0.96610803,-1,0.76487817,0.12237525,-0.64628486,-1.81990544,-0.36780711,0.2784361,-0.21256668,0.57836756,-0.02563696,-0.31756567,1.56577803,
38,0.36889974,-0.42989921,0.17191038,0.30790026,-0.49089869,-1,1.14020158,0.56462883,-0.47314688,-0.4287853,1.39534862,0.13612246,-0.19286866,0.48250955,-0.20217762,0.12682452,1.91046254,
39,0.22148126,-0.400221,0.06132612,0.04274152,-0.57896073,-1,1.19955801,1.6271661,0.16974761,-0.91268039,0.23347786,0.03573835,0.49566746,0.72634957,-0.30844746,0.10707206,1.47219119,
40,0.20597241,-0.55115587,0.17531392,-0.13921105,-0.89633932,-1,0.89768827,0.02690279,-0.20715819,-0.40740262,1.05902676,0.27742536,0.05531271,0.81075156,-0.07328732,0.34983472,1.81676485,
0,1.1,-0.1,1.07818646,2.1,0.9,-1,1.8,2.2,-1,-0.2,-0.2,0,0,0,0,0,0,
1,1,0,0.96996814,2,1,-1,2,3.21438047,1.31827684,-1.35633996,2.08027441,-0.62220617,0.60719024,0.65913842,0.17386787,-0.17816998,1.0401372,
2,0.77064295,-0.45260106,0.49704959,1.08868485,-0.13455916,-1,1.09479789,0.59875543,-0.43812151,-1.54103973,1.06063555,0.22572545,-0.16767012,0.56310951,0.51306358,-0.35960485,1.50298743,
3,0.73958054,-0.51229397,0.41559639,0.9668671,-0.28500741,-1,0.97541206,1.16354923,0.18173595,-1.31683436,1.16148186,0.3558578,-0.24164099,0.8847167,0.44987133,-0.33821961,1.84452862,
4,0.51587359,-0.6205156,0.37500297,0.41123158,-0.72515761,-1,0.7589688,0.02791484,-1.19897026,-1.08215216,0.91023056,0.33266719,-0.62273666,0.46338882,0.36789466,-0.21018588,1.99789519,
5,0.55372895,-0.45111861,0.24825642,0.65633929,-0.34850827,-1,1.09776278,0.77519425,-0.56719487,-0.85179383,1.21728523,0.17550248,-0.47750016,0.39921559,0.01099086,-0.03098986,2.05870882,
6,0.37309548,-0.37114676,0.12133299,0.3750442,-0.36919804,-1,1.25770647,0.31198331,0.43327562,-0.26517069,1.77498194,0.25000819,-0.45585391,0.78739237,-0.12955283,0.35191973,2.28799214,
7,0.22792469,-0.39369689,0.1359295,0.0621525,-0.55946908,-1,1.21260622,0.43600335,-0.56978557,-0.68865462,1.48430073,0.1103825,-0.23784998,0.50250029,-0.0058362,0.33163255,2.27984333,
8,0.22477592,-0.46502129,0.16187712,-0.01546945,-0.70526667,-1,1.06995741,0.06144677,-0.76963097,-0.46313468,1.4596742,0.10120685,-0.31297752,0.33145596,0.11196102,0.43424894,2.33478006,
9,0.308155,-0.51533368,0.24871722,0.10097631,-0.72251237,-1,0.96933264,-0.3562922,-1.15297814,-0.5776086,0.99787533,0.13442462,-0.64278986,0.10457259,0.02772694,0.42832017,2.18166138,
10,0.48373396,-0.42846704,0.18537756,0.53900088,-0.37320012,-1,1.14306592,0.72554888,-0.73436829,-1.24428885,1.83736472,0.08776799,-0.44235445,0.11356919,0.06554317,0.09201566,2.43798009,
11,0.3728463,-0.34782292,0.16784029,0.39786968,-0.32279954,-1,1.30435416,0.50179766,-0.65345917,-1.16362549,2.33539472,0.02150581,-0.34312469,0.07787793,0.15408475,-0.03580492,2.73451032,
12,0.32454899,-0.34184238,0.1157618,0.30725559,-0.35913578,-1,1.31631524,0.49228654,-0.11781506,-0.6241561,2.15359644,0.07118642,-0.24996806,0.32187381,0.13328912,0.17001949,2.78589576,
13,0.223247,-0.39680264,0.08982433,0.04969137,-0.57035828,-1,1.20639472,0.88176439,-0.2670666,-0.97915543,1.79892507,0.02892316,0.09265116,0.42420625,0.25857187,0.09543203,2.68921306,
14,0.12899659,-0.52846865,0.25908192,-0.27047547,-0.92794072,-1,0.94306269,-0.54929803,-1.16163107,-1.41215254,0.56541149,0.05274112,-0.35732003,0.15975624,0.26686976,-0.15836026,2.15578093,
15,0.47068845,-0.41441109,0.18016153,0.52696582,-0.35813372,-1,1.17117783,0.73187216,-0.72655995,-1.2336334,1.29985467,0.04224024,-0.28341238,0.13100924,0.12523314,-0.19599683,2.14222889,
16,0.39691577,-0.36630028,0.1425759,0.42753127,-0.33568478,-1,1.26739945,0.45470608,-0.23362205,-0.89983523,1.53497731,0.09163364,-0.31126892,0.31499387,0.03184324,-0.04791603,2.20490338,
17,0.31941814,-0.38253512,0.0404658,0.25630115,-0.4456521,-1,1.23492976,1.4125492,0.37547468,-1.00180216,2.17826798,0.02694509,0.231222,0.7277694,0.21646553,-0.02485909,2.5741208,
18,0.04816352,-0.58747498,0.27392928,-0.49114794,-1.12678644,-1,0.82505004,-0.16308515,-0.33479283,-0.99197362,0.99555681,0.33568114,-0.01409509,0.78396326,0.41296317,-0.00841635,2.37231378,
19,0.27359932,-0.66663112,0.29837245,-0.11943248,-1.05966292,-1,0.66673776,0.02468423,-0.39454855,-1.38558814,0.8935293,0.47438417,-0.26830475,0.86133848,0.43964387,-0.19700225,2.29955266,
20,0.33842076,-0.61364934,0.29889817,0.06319219,-0.88887791,-1,0.77270132,0.29258021,-1.2231047,-0.58854592,1.40976803,0.19328026,-0.32628304,0.43276623,0.2655698,0.10722592,2.46830969,
21,0.32876056,-0.49180905,0.19591851,0.16571206,-0.65485754,-1,1.0163819,0.54609608,-0.5957673,-1.57311455,0.47448948,0.10536975,-0.21885403,0.41030852,-0.02651364,-0.23294431,1.96320863,
22,0.29612775,-0.38564316,0.1565538,0.20661234,-0.47515857,-1,1.22871368,0.36683261,-0.76107292,-0.58721095,1.68979339,0.02275068,-0.22213846,0.21026096,-0.09750361,0.08992237,2.21214417,
23,0.26403014,-0.35694793,0.11351928,0.17111236,-0.44986572,-1,1.28610413,0.63868567,-0.41650199,-1.29381453,1.85248032,0.00146415,-0.05575654,0.25382742,0.05908122,-0.10194608,2.38926018,
24,0.22586755,-0.40916609,0.12424806,0.042569,-0.59246463,-1,1.18166782,0.28544799,-1.01991025,-0.69823442,1.65764972,-0.06325715,-0.11102182,0.02612467,0.13508532,0.09990975,2.43262104,
25,0.29757556,-0.43389706,0.16566246,0.16125407,-0.57021855,-1,1.13220589,0.86691518,-0.46695708,-1.28809612,0.36347634,-0.03637682,0.08037112,0.21348085,-0.01197344,-0.09409318,1.83194575,
26,0.34313746,-0.44015348,0.16614652,0.24612144,-0.53716949,-1,1.11969305,0.42620724,-0.75560487,-0.56933781,0.77303904,-0.01995396,-0.08984828,0.16909147,-0.13310821,0.1682845,1.74264587,
27,0.36629483,-0.42751559,0.18959399,0.30507407,-0.48873636,-1,1.14496881,0.04364085,-0.0688474,-0.94069055,0.75537396,0.22055322,-0.38939854,0.47763763,-0.15302193,0.11379697,1.6765255,
28,0.37059606,-0.40915937,0.15999948,0.33203275,-0.44772268,-1,1.18168127,0.30083864,-0.13247111,-1.28292024,1.03062076,0.25626069,-0.41487601,0.58174263,-0.06993491,-0.08456163,1.7627325,
29,0.34553971,-0.41072786,0.10332668,0.28035156,-0.47591601,-1,1.17854428,0.79749805,0.47713469,-1.97023493,1.10002302,0.27930244,-0.15422869,0.94016652,0.14842582,-0.52739828,1.84210562,
30,0.27965018,-0.56461254,0.21633223,-0.00531218,-0.84957489,-1,0.87077492,-0.1384751,0.39897938,-0.78305505,1.04594491,0.64556736,-0.42600208,1.23418549,0.21236156,-0.15522667,2.0086378,
31,0.2804162,-0.65756369,0.3028392,-0.09673128,-1.03471118,-1,0.68487261,-0.16907616,-1.21132574,-0.93795355,1.12625193,0.41268149,-0.57795532,0.66899357,0.33584787,-0.04659011,2.22500856,
32,0.44104055,-0.50967214,0.24366438,0.37240897,-0.57830373,-1,0.98065572,0.24144381,-0.51224788,-2.01133458,0.61784761,0.36847927,-0.60929631,0.58804498,0.13710138,-0.52896234,1.93110022,
33,0.37895379,-0.35351113,0.15409175,0.40439645,-0.32806847,-1,1.29297774,0.3904845,-0.52722386,-0.84410914,0.93627854,0.16356655,-0.48835969,0.38392169,-0.19275106,-0.18653574,1.78720051,
34,0.32691495,-0.27783345,0.13841462,0.37599645,-0.22875196,-1,1.44433309,0.11817978,-0.32126104,-1.0760607,1.61784772,0.1518431,-0.51200491,0.30916378,-0.10825778,-0.13129822,1.98035757,
35,0.36084562,-0.28524204,0.09934187,0.4364492,-0.20963846,-1,1.42951592,0.74311901,-0.31314982,-1.49308127,0.90607055,0.06247298,-0.24528857,0.28324902,-0.01739962,-0.31218975,1.7284561,
36,0.38340061,-0.34713608,0.13586552,0.41966515,-0.31087155,-1,1.30572783,0.42619112,0.10730124,-1.27937123,1.1257068,0.18137405,-0.29294934,0.54241122,0.06720816,-0.29578049,1.77421753,
37,0.37592328,-0.43228148,0.15366661,0.31956508,-0.48863968,-1,1.13543703,0.01160077,-0.61527215,-1.75747653,0.72795207,0.21844392,-0.51659757,0.39585102,0.19355283,-0.52662851,1.68336629,
38,0.48059393,-0.34311913,0.1696352,0.61806873,-0.20564433,-1,1.31376174,0.74240987,-0.18210623,-0.72407264,1.89213383,0.16813808,-0.36768778,0.44999152,0.08032595,-0.12535057,2.13086919,
39,0.33800473,-0.40573865,0.17121236,0.27027082,-0.47347256,-1,1.18852271,0.18962359,-0.84431073,-0.52528217,0.56368774,0.09365414,-0.42703683,0.20857904,-0.09052145,0.17468363,1.75301711,
40,0.4569416,-0.3908028,0.19658436,0.52308039,-0.324664,-1,1.2183944,0.61234551,-0.75441934,-1.32707121,1.41914437,0.06240037,-0.36428726,0.11788265,0.05415738,-0.07619379,1.97688354,
0,1.1,-0.1,1.10274677,2.1,0.9,-1,1.8,2.2,-1,-0.2,-0.2,0,0,0,0,0,0,
1,1,0,1.05979876,2,1,-1,2,1.35926278,0.24875131,-0.55504867,2.84626552,0.35026799,-0.32036861,0.12437565,-0.23343727,0.22247566,1.42313276,
2,0.4923923,-0.36140787,0.22161568,0.62337674,-0.23042344,-1,1.27718425,0.72033419,-0.47181288,-0.53765597,2.10446748,0.15103718,-0.29240951,0.18768926,0.21105869,0.34240985,2.12520799,
3,0.47807397,-0.58047818,0.28031325,0.37566976,-0.68288239,-1,0.83904364,0.35773417,-0.34684706,-0.36840826,1.8083248,0.33071493,-0.44541164,0.50089928,0.44123198,0.48700079,2.54724458,
4,0.39109923,-0.655953,0.36562243,0.12624546,-0.92080677,-1,0.688094,0.17628646,-0.70070965,-0.22530173,0.95986125,0.37502897,-0.52566182,0.55604782,0.26352445,0.63084953,2.40950591,
5,0.37729616,-0.6327527,0.3372382,0.12183961,-0.88820925,-1,0.73449459,0.35734942,-0.32864603,-0.61053833,1.43239846,0.44603055,-0.46145236,0.7464536,0.24130405,0.5101556,2.55370489,
6,0.28955421,-0.54823414,0.1923347,0.03087428,-0.80691408,-1,0.90353171,0.23928677,-0.11176847,-1.07126865,1.06011983,0.39431393,-0.40063701,0.86557671,0.07332728,0.21944348,2.3551465,
7,0.22554235,-0.47800193,0.09634306,-0.02691724,-0.73046152,-1,1.04399614,0.41895407,0.24779119,-0.60700226,1.56127828,0.35376405,-0.21638382,1.03468588,0.02051283,0.30622061,2.43621433,
8,0.10819191,-0.51734294,0.25729051,-0.30095913,-0.92649397,-1,0.96531412,-0.94931822,-1.0993619,-0.6445245,0.87374353,0.21983902,-0.69104293,0.48500493,0.02333599,0.33084806,2.17232187,
9,0.43340713,-0.41801065,0.18682959,0.4488036,-0.40261417,-1,1.1639787,0.48946988,-0.30613743,-1.35967011,1.2370418,0.30284792,-0.53419365,0.5074444,-0.05673634,-0.01441103,2.12269248,
10,0.32940434,-0.34208024,0.07734303,0.31672845,-0.35475613,-1,1.31583953,1.39609996,-0.63334185,-1.29094488,1.09140538,-0.08245308,0.10154882,0.27913151,-0.09923387,-0.15267796,1.94912917,
11,0.23059419,-0.41348452,0.13782348,0.04770387,-0.59637484,-1,1.17303097,-0.29820284,-0.56719142,-1.31135556,1.23839834,0.07185887,-0.3289212,0.26945456,0.05690257,-0.23201676,2.00724827,
12,0.37811561,-0.3584857,0.16090402,0.39774551,-0.3388558,-1,1.2830286,0.11161688,-0.21493562,-1.73207409,0.93389627,0.20934706,-0.48676777,0.38574517,0.09671097,-0.48204542,1.82905797,
13,0.40993032,-0.32530267,0.1474139,0.49455798,-0.24067501,-1,1.34939467,0.51933855,-0.36485697,-0.28126824,1.25287291,0.15086514,-0.39364493,0.33574677,-0.14693809,0.11834317,1.86626811,
14,0.3481131,-0.36340294,0.1305963,0.33282327,-0.37869277,-1,1.27319413,0.67173732,-0.10711689,-0.33611835,1.39260394,0.12519835,-0.20906691,0.47771787,-0.13671824,0.39111241,1.99283896,
15,0.23954995,-0.47160617,0.14108775,0.00749372,-0.7036624,-1,1.05678766,-0.07997785,0.05769518,-1.58869959,0.69019105,0.3107222,-0.38407232,0.7393127,0.06333777,-0.09879359,1.81312118,
16,0.36961001,-0.50080273,0.2348679,0.23841729,-0.63199546,-1,0.99839454,-0.00750907,-1.48044548,-0.86372847,1.14713599,0.1329536,-0.56540071,0.13023634,0.08192252,0.01873897,1.98093131,
17,0.51017182,-0.3582383,0.24735909,0.66210533,-0.20630479,-1,1.28352339,0.18698001,-0.86847331,-1.17982847,0.7455673,0.2116585,-0.69938217,-0.01088018,-0.14517203,-0.08054475,1.72148761,
18,0.51386939,-0.19643153,0.15702208,0.83130724,0.12100632,-1,1.60713693,1.64335666,0.6406353,-0.58445478,2.23689733,-0.02147777,-0.04188214,0.51130909,-0.28811462,0.16750024,2.17562401,
19,0.07774254,-0.35557555,0.11919127,-0.20009047,-0.63340856,-1,1.2888489,-0.16561214,-0.659561,-0.59085054,2.44871267,0.03582429,-0.18148968,0.2814496,0.21615325,0.28832485,2.66774389,
20,0.23236129,-0.48039267,0.16710354,-0.0156701,-0.72842406,-1,1.03921466,-0.15642316,-0.08773892,-1.47416367,0.73869045,0.27254286,-0.40131771,0.57724801,0.24892063,-0.09291941,2.18360984,
21,0.38346784,-0.48996041,0.18178865,0.27697527,-0.59645299,-1,1.02007917,0.8001596,-0.07252241,-2.32188099,0.37562736,0.28261821,-0.1840469,0.74232322,0.27885809,-0.7074002,1.76957902,
22,0.37730701,-0.49981101,0.20859197,0.254803,-0.62231501,-1,1.00037798,0.10982804,-0.56033625,-1.01359709,0.95165238,0.28402957,-0.41441644,0.5908045,0.14558818,-0.36049865,1.86042671,
23,0.3900285,-0.42987152,0.1684559,0.35018547,-0.46971455,-1,1.14025696,0.29849275,-0.15865461,-1.08810938,1.03276792,0.28436344,-0.44799034,0.64594647,0.00768972,-0.22430401,1.87646883,
24,0.32921041,-0.41321277,0.11576855,0.24520806,-0.49721512,-1,1.17357446,1.17825604,-0.13535016,-1.01206057,1.47072111,0.09871356,0.03592244,0.66851092,0.03879625,-0.11818229,2.08680774,
25,0.19266183,-0.52830541,0.18917483,-0.14298175,-0.86394899,-1,0.94338918,-0.19353709,-0.1723485,-0.52727168,2.24490032,0.31609699,-0.27146915,0.77638662,0.4049781,0.17727302,2.69415944,
26,0.23302731,-0.5716034,0.20618943,-0.10554877,-0.91017948,-1,0.85679321,0.19291887,-0.24323214,-0.75857021,1.09890374,0.38195243,-0.27230245,0.83818063,0.28763028,0.2093514,2.46813498,
27,0.23658032,-0.58418736,0.2241414,-0.11102672,-0.93179439,-1,0.83162529,0.43670543,-0.93265857,-0.88295037,1.35222107,0.18334541,-0.15437883,0.53694839,0.27825443,0.16320052,2.49436538,
28,0.24730028,-0.5513731,0.16059966,-0.05677255,-0.85544593,-1,0.89725379,0.65480091,-0.53442666,-1.04121896,0.76013473,0.11827462,0.00291076,0.55263397,0.07992516,0.06099078,2.17862316,
29,0.21558607,-0.53333328,0.21945015,-0.10216114,-0.85108049,-1,0.93333344,-0.16984813,-1.03458051,-1.21374038,1.32347187,0.07180504,-0.29905475,0.29236001,0.13980925,-0.0763748,2.2843808,
30,0.34408995,-0.4106445,0.13699302,0.27753541,-0.47719904,-1,1.17871101,0.43381794,0.06836764,-0.78517729,0.44744662,0.18859383,-0.27670836,0.59100832,-0.24383315,0.06922395,1.7765582,
31,0.22907347,-0.39220551,0.09206558,0.06594143,-0.55533755,-1,1.21558899,0.3027209,-0.40924094,-0.8461271,1.74537211,0.10719187,-0.2160672,0.4830892,-0.06193336,0.11154843,2.15317066,
32,0.23163541,-0.42331189,0.11690875,0.03995893,-0.61498837,-1,1.15337622,0.48646162,0.4978176,0.00115106,2.38174181,0.28528981,-0.09643821,0.91376529,0.109379,0.55634974,2.69076813,
33,0.05766756,-0.49317311,0.22841849,-0.37783799,-0.92867866,-1,1.01365378,-0.49649287,-1.143782,-1.50687975,0.58394997,0.13593109,-0.3541331,0.37816476,0.12041732,0.024735,2.13053216,
34,0.37895465,-0.44562448,0.1621945,0.31228482,-0.51229431,-1,1.10875104,0.36437041,-0.02711753,-1.40362419,1.23930002,0.29297324,-0.373836,0.62114809,0.10424509,-0.1894446,2.13054057,
35,0.30637189,-0.43680542,0.18271392,0.17593836,-0.56723896,-1,1.12638915,-0.50006821,-0.9767971,-1.16316144,1.80592172,0.22713723,-0.743324,0.25898092,0.1875749,-0.17630302,2.40503657,
36,0.47942092,-0.29564476,0.16477627,0.66319708,-0.11186859,-1,1.40871049,-0.0408499,0.31898726,-0.56993646,1.41167012,0.45756426,-0.87150787,0.58462884,-0.17331792,0.12688026,2.2039981,
37,0.43575394,-0.29231442,0.12859927,0.57919345,-0.14887491,-1,1.41537116,1.51961021,0.34511735,-1.84178497,1.75019963,0.13009813,-0.11170277,0.75718752,0.15035141,-0.35745235,2.26941329,
38,0.19147979,-0.50452218,0.19011003,-0.12156259,-0.81756457,-1,0.99095563,-0.1893335,-0.59847923,-1.67222306,0.89411986,0.23955889,-0.34199793,0.58387633,0.30810151,-0.5148377,2.08628876,
39,0.37594815,-0.45191759,0.18082638,0.29997871,-0.52788703,-1,1.09616482,0.02987576,-0.79327462,-1.14895037,0.68473586,0.21429926,-0.53200923,0.34721845,0.07570459,-0.33189404,1.8374299,
40,0.43751983,-0.32620958,0.20761828,0.54883008,-0.21489932,-1,1.34758085,0.0594774,-0.84825713,-1.2140684,1.15097917,0.20306512,-0.67378574,0.07569023,-0.04224876,-0.27298122,1.82041411,
0,1.1,-0.1,1.06243235,2.1,0.9,-1,1.8,2.2,-1,-0.2,-0.2,0,0,0,0,0,0,
1,1,0,1.02090816,2,1,-1,2,1.77132695,1.12660399,-0.67962728,2.17125789,0.12479061,-0.11433653,0.56330199,-0.15816355,0.16018636,1.08562894,
2,0.66511448,-0.43612186,0.31591373,0.8941071,-0.20712924,-1,1.12775628,0.63050912,-0.10705511,-1.88317189,0.89312563,0.40730637,-0.40702818,0.6642453,0.4518407,-0.36149277,1.42549915,
3,0.72722255,-0.49762287,0.4220549,0.95682223,-0.26802319,-1,1.00475426,1.01232676,-0.30465366,-1.06701176,0.76296825,0.39209222,-0.42457326,0.67741869,0.25619252,-0.21425226,1.59185657,
4,0.57964459,-0.51107031,0.22260502,0.64821887,-0.44249603,-1,0.97785938,1.16419921,-0.10989947,-1.17091348,0.95894234,0.21367086,-0.20983161,0.79482992,0.17705661,-0.19258287,1.78646976,
5,0.40847372,-0.56467636,0.23095128,0.25227108,-0.720879,-1,0.87064728,0.86287475,-0.56365103,-0.9427888,1.75287004,0.13314043,-0.08195215,0.68026581,0.33973848,-0.06768584,2.33434626,
